File	Name	Slot	Script
torgal3	TorGal	Slot 584	agrandrb
travgrd1	Calimport Guard	Slot 592	agrandbr
travgrd2	Calimport Guard	Slot 592	agrandrb
travgrd3	Calimport Guard	Slot 592	agrandrb
travgrd4	Calimport Guard	Slot 592	agrandrb
travgrd5	Calimport Guard	Slot 592	agrandbr
travin	Travin	Slot 592	agrandbr
travmag2	Calimport Apprentice	Slot 592	agrandrb
travmage	Calimport Archmage	Slot 584	agrandbr
trcar03	Caravan Driver	Slot 592	agrandrb
trcut05	Lady Lilith Lurraxol	Slot 600	agrandbr
trcut06	Lord Skarmaen Alibakkar	Slot 600	agrandrb
trcut07	High Merchant Logan Coprith	Slot 592	agrandrb
trevil01	Lord Khellon Menold	Slot 600	agrandrb
trevil02	Guardian of the Source	Slot 608	agrandrb
trevil03	Master Verthan	Slot 608	agrandrb
trfued01	Lady Lilith Lurraxol	Slot 608	agrandbr
trfued02	Lurraxol Guard	Slot 608	agrandrb
trfued03	Lurraxol Guard	Slot 608	agrandsr
trfued04	Lurraxol Guard	Slot 608	agrandbr
trfued06	Alibakkar Guard	Slot 600	agrandrb
trfued07	Alibakkar Guard	Slot 608	agrandlx
trfued08	Alibakkar Guard	Slot 608	agrandrb
trfued10	Alibakkar Guard	Slot 608	agrandrb
trfued11	Militia Wizard	Slot 608	agrandbr
trgeni01	Khan Zahraa	Slot 600	agrandrb
trgeni02	Taquee	Slot 600	agrandrb
trgeni03	Faafirah	Slot 600	agrandnc
trgyp04	Jidek	Slot 592	agrandbr
trlgrd01	Lord Logan's Guard	Slot 592	agrandrb
trolde01	Desert Troll	Slot 592	agrandbr
trolde02	Desert Troll	Slot 592	agrandnc
trolfr01	Freshwater Troll	Slot 592	agrandnc
trolfr02	Freshwater Troll	Slot 592	agrandbr
trolgi01	Giant Troll	Slot 600	agrandrb
trolgi02	Giant Troll	Slot 600	agrandlx
trolic01	Ice Troll	Slot 592	agrandbr
trolic02	Ice Troll	Slot 592	agrandbr
trolic03	Blizzard Troll	Slot 592	agrandrb
trolic04	Blizzard Troll	Slot 592	agrandrb
trolicdd	Rotted Ice Troll	Slot 600	agrandbr
troll01	Troll	Slot 592	agrandbr
troll02	Troll	Slot 592	agrandbr
troll03	Troll	Slot 600	agrandnc
trollens	Giant Troll	Slot 608	agrandrb
trollsm2	Troll	Slot 600	agrandbr
trolsi01	Spirit Troll	Slot 592	agrandbr
trolsi02	Spirit Troll	Slot 592	agrandrb
trolsn01	Snow Troll	Slot 592	agrandnc
trolsn02	Snow Troll	Slot 592	agrandrb
trolsp01	Spectral Troll	Slot 592	agrandbr
trolsp02	Spectral Troll	Slot 592	agrandbr
troluo01	Troll	Slot 600	agrandbr
trple01	Wilfred the Red	Slot 592	agrandrb
trrak04	Ruhk	Slot 584	agrandbr
trskin01	Raissa	Slot 592	agrandrb
trskin02	Tiris	Slot 600	agrandbr
trskin03	Rejiek Hidesman	Slot 592	agrandrb
trskin06	Darsidian Moor	Slot 592	agrandbr
trskin3b	Rejiek Hidesman	Slot 592	agrandrb
trskin6b	Darsidian Moor	Slot 592	agrandbr
trskind1	Rejiek Hidesman	Slot 592	agrandbr
trskind2	Darsidian Moor	Slot 592	agrandrb
trtavp05	Alenina	Slot 592	agrandbr
trthf01	Itona	Slot 592	agrandsr
trthf02	Kich	Slot 592	agrandbr
trthf03	Shadow Thief	Slot 592	agrandbr
ttbelt	Belt	Slot 600	agrandrb
ttgibb	Gibberling	Slot 592	agrandbr
ttkob	Kobold	Slot 592	agrandsw
ttser1	Jospil	Slot 592	agrandrb
ttser2	Brevin	Slot 592	agrandbr
ttskel	Skeleton	Slot 592	agrandlx
turn	Cleric	Slot 592	agrandbr
u!kgen	Genie	Slot 592	agrandrb
u!kjaf	Jafir	Slot 600	agrandcl
ubcorian	Corianna	Slot 592	agrandrb
ubogma01	Ogre Mage	Slot 592	agrandbr
ubogma02	Ogre Mage	Slot 592	agrandcl
udbalor	Balor	Slot 584	agrandlx
udbeho01	Beholder	Slot 592	agrandbr
udbeho02	Beholder	Slot 592	agrandbr
udchal	Chalinthra	Slot 592	agrandrb
udcom03	Drow Patron	Slot 600	agrandrb
uddear02	Uder Mordin	Slot 592	agrandbr
uddear03	Finderlig	Slot 592	agrandrb
uddeath	Demon Knight	Slot 592	agrandbr
uddeath2	Demon Knight	Slot 592	agrandrb
uddemon	Lesser Demon Lord	Slot 584	agrandrb
uddoor01	Drow	Slot 600	agrandbr
uddoor02	Drow	Slot 608	agrandrb
uddoor03	Drow	Slot 600	agrandbr
uddoor05	Drow Wizard	Slot 608	agrandrb
uddoor06	Drow Priestess	Slot 608	agrandbr
uddoor07	Skeleton	Slot 608	agrandbr
uddoor09	Drow	Slot 592	agrandrb
uddrow01	Matron's Guard	Slot 600	agrandrb
uddrow02	Executioner	Slot 600	agrandrb
uddrow03	Ritual Guard	Slot 608	agrandbr
uddrow04	Szordrin	Slot 600	agrandnc
uddrow05	Drow Cook	Slot 600	agrandlx
uddrow06	Ilmryn	Slot 600	agrandrb
uddrow07	Merinid	Slot 600	agrandbr
uddrow08	Baragh	Slot 600	agrandbr
uddrow09	Tathlyn	Slot 600	agrandrb
uddrow10	Nym Khalazza	Slot 600	agrandbr
uddrow11	Drow	Slot 600	agrandbr
uddrow12	Drow	Slot 600	agrandbr
uddrow13	Drow	Slot 600	agrandsr
uddrow15	Drow	Slot 600	agrandbr
uddrow16	Sondal	Slot 600	agrandrb
uddrow17	Drow	Slot 584	agrandbr
uddrow18	Drow	Slot 584	agrandrb
uddrow19	Drow	Slot 600	agrandbr
uddrow20	Egg Guard	Slot 592	agrandrb
uddrow21	Egg Guard	Slot 592	agrandlx
uddrow22	Drow Bartender	Slot 592	agrandbr
uddrow23	Drow	Slot 592	agrandbr
uddrow24	Drow	Slot 592	agrandrb
uddrow25	Drow	Slot 592	agrandbr
uddrow26	Drow	Slot 592	agrandrb
uddrow27	Drow	Slot 584	agrandbr
uddrow28	Drow	Slot 592	agrandrb
uddrow29	Drow	Slot 584	agrandrb
uddrow30	Drow	Slot 592	agrandbr
uddrow31	Drow	Slot 592	agrandrb
uddrow32	Drow Warrior	Slot 600	agrandbr
uddrow33	Drow Warrior	Slot 600	agrandbr
uddrow35	Priestess of Lolth	Slot 600	agrandbr
uddrow36	Handmaiden of Lolth	Slot 600	agrandbr
uddrow37	Drow	Slot 600	agrandrb
uddrow50	Drow Wizard	Slot 600	agrandbr
uddwarf	Insane Dwarf Warrior	Slot 584	agrandbr
udelder	Elder Orb	Slot 592	agrandrb
udgirl	Priestess of Lolth	Slot 592	agrandbr
udill01	Mind Flayer	Slot 592	agrandbr
udill02	Umber Hulk	Slot 592	agrandbr
udimp	Imp	Slot 592	agrandrp
udimrae	Imrae	Slot 600	agrandrb
udkuo01	Kuo-toan Leader	Slot 600	agrandbr
udkuo02	Master Whip	Slot 608	agrandrb
udlesa	Lasaonar	Slot 600	agrandbr
udman	Drow	Slot 592	agrandbr
udmind01	Mind Flayer	Slot 584	agrandrp
udmind02	Mind Flayer	Slot 600	agrandnc
udmind03	Mind Flayer	Slot 584	agrandrb
udmind04	Mind Flayer	Slot 584	agrandea
udmind10	Mind Flayer	Slot 600	agrandrb
udnaba	Nabassu	Slot 592	agrandrb
udogre	Ogre	Slot 592	agrandbr
udphae02	Phaere	Slot 592	agrandrb
udprince	Kuo-toan Prince	Slot 600	agrandbr
udrunner	Drow	Slot 592	agrandrb
udsaha	Sahuagin Prince	Slot 592	agrandbr
udsilver	Adalon	Slot 592	agrandbr
udsimyaz	Simyaz	Slot 608	agrandbr
udsvdead	Svirfneblin	Slot 592	agrandrb
udsvir02	Svirfneblin	Slot 600	agrandrb
udsvir03	Goldander Blackenrock	Slot 600	agrandrb
udsvir04	Innkeeper 	Slot 600	agrandbr
udsvir05	Therndle Daglefodd	Slot 600	agrandrb
udsvir06	Svirfneblin	Slot 600	agrandbr
udtrap01	Madman Aganalo	Slot 592	agrandrb
udtrap02	Raevilin Strathi	Slot 592	agrandbr
udtrap03	Riti	Slot 600	agrandrb
udtrap04	Alchra Diagott	Slot 600	agrandrb
udtrap05	Gont of Riatavin	Slot 592	agrandrb
udtrap06	Bedlen Daglefodd	Slot 600	agrandbr
udumb02	Umber Hulk	Slot 592	agrandbr
udumber	Umber Hulk	Slot 592	agrandrb
udvamp	Vampiric Illithid	Slot 592	agrandrb
uhcreat2	Diseased Gibberling	Slot 600	agrandbr
uhgibb01	Diseased Gibberling	Slot 592	agrandbr
uhkid01	Dirbert	Slot 600	agrandbr
uhkid02	Valsben	Slot 592	agrandbr
uhkid03	Neler	Slot 592	agrandbr
uhman02	Nelleck	Slot 600	agrandbr
uhmer01	Elence Fielding	Slot 600	agrandbr
uhogre03	Minotaur	Slot 608	agrandbr
uhogre04	Gnoll	Slot 600	agrandbr
uhogre05	Orc	Slot 600	agrandrb
uhrang01	Merella	Slot 592	agrandrb
ulraun	Ulraunt	Slot 600	agrandrb
umbcali1	Umber Hulk	Slot 592	agrandbr
umbcali2	Umber Hulk	Slot 592	agrandrb
umbcali3	Umber Hulk	Slot 592	agrandrb
umbcali4	Umber Hulk	Slot 592	agrandbr
umbcali5	Umber Hulk	Slot 592	agrandbr
umbhul01	Umber Hulk	Slot 592	agrandbr
umbhul02	Umber Hulk Elder	Slot 592	agrandrg
unsee	The Unseeing Eye	Slot 592	agrandbr
va#astsd	Astral Shard	Slot 592	agrandrb
va#balor	Baloar	Slot 600	agrandbr
va#ghost	Spirit	Slot 592	agrandrb
va#guli2	Gulin	Slot 592	agrandrp
va#gulin	Gulin	Slot 592	agrandbr
va#kergo	Captain Kergo	Slot 592	agrandrb
va#lich	Servant	Slot 592	agrandbr
va#lizrd	Lizard Man Shaman	Slot 592	agrandbr
va#maril	Astral Shard Guardian	Slot 592	agrandrb
va#minot	Minotaur	Slot 592	agrandrb
va#orc	Orc Archer	Slot 592	agrandbr
va#orog	Orog	Slot 592	agrandbr
va#panda	Pandaira	Slot 592	agrandrb
va#tian	Tian	Slot 600	agrandbr
va#tian2	Tian	Slot 592	agrandlx
va#wiste	Wistemach	Slot 592	agrandbr
vaelag	Vaelag	Slot 600	agrandbr
vaelasa	Vaelasa	Slot 600	agrandnc
vaelg01	Vaelag's Guard	Slot 592	agrandrb
vail	Statue	Slot 592	agrandbr
vakfgt01	Thug	Slot 600	agrandbr
vakg01	Mage	Slot 592	agrandbr
vakg02	Archer	Slot 592	agrandbr
vakg03	Thief	Slot 600	agrandbr
vakg04	Goon	Slot 592	agrandrb
vakmag01	Mage	Slot 600	agrandbr
vakola	Vakola	Slot 600	agrandrb
vakthf01	Thug	Slot 600	agrandsw
valinor	Valinor	Slot 592	agrandrb
valinor1	Valinor	Slot 592	agrandsr
valmag01	Mage	Slot 592	agrandea
valmag02	Mage	Slot 592	agrandrb
valmag03	Mage	Slot 592	agrandrb
valran01	Derrick	Slot 592	agrandrb
valran02	Ranger	Slot 600	agrandbr
valran03	Ranger	Slot 592	agrandrb
vamanc01	Vampire	Slot 592	agrandrb
vamemi01	Vampire	Slot 592	agrandbr
vamflf01	Fledgling Vampire	Slot 592	agrandrb
vamflm01	Fledgling Vampire	Slot 592	agrandcl
vammat01	Vampire	Slot 592	agrandrb
vamold01	Vampire	Slot 592	agrandbr
vampamb	Vampire	Slot 592	agrandrb
vampat01	Vampire	Slot 592	agrandrb
vampbat	Vampire Bat	Slot 592	agrandrb
vampif01	Vampire	Slot 592	agrandrb
vampim01	Vampire	Slot 592	agrandrb
vampire1	Ulvaryl	Slot 592	agrandea
vampm01	Vampire	Slot 592	agrandrb
vampyf01	Vampyre	Slot 592	agrandrb
vampym01	Vampyre	Slot 592	agrandbr
vamq1	Vampyre	Slot 592	agrandrb
vamver01	Vampire	Slot 592	agrandbr
vara	Vara Fentan	Slot 592	agrandrb
vicg1	Fanatic	Slot 608	agrandsr
vicg2	Fanatic	Slot 600	agrandbr
vicg3	Fanatic	Slot 600	agrandrb
vicpri01	Handmaiden of Lolth	Slot 592	agrandrb
victown3	Nobleman	Slot 600	agrandbr
viekang	Viekang	Slot 592	agrandbr
vulfgt01	Laen Torg	Slot 592	agrandea
vulfgt02	Vulova Wizard	Slot 600	agrandrb
vulova	Senior Armagaran Vulova	Slot 600	agrandrb
vvamn1	Amnian Soldier	Slot 592	agrandbr
vvamn2	Amnian Soldier	Slot 608	agrandrb
vvamn3	Amnian Soldier	Slot 600	agrandbr
vvarkan	Arkanis Gath	Slot 608	agrandrb
vvbodhi	Bodhi	Slot 600	agrandrb
vvcat	Shadow Thief	Slot 600	agrandrb
vvdead1	Shadow Thief	Slot 600	agrandbr
vvdead2	Shadow Thief	Slot 600	agrandbr
vvdead3	Shadow Thief	Slot 600	agrandrg
vvfemal1	Vampire	Slot 600	agrandrb
vvfemal2	Vampire	Slot 600	agrandrb
vvfemal3	Vampire	Slot 600	agrandbr
vvhareis	Hareishan	Slot 600	agrandbr
vvmadman	Shadow Thief	Slot 600	agrandbr
vvmale1	Vampire	Slot 600	agrandbr
vvmale2	Vampire	Slot 600	agrandbr
vvmale3	Vampire	Slot 600	agrandrb
vvmale4	Vampire	Slot 600	agrandbr
vvmale5	Vampire	Slot 600	agrandrb
vvmale6	Vampire	Slot 600	agrandbr
vvmale7	Vampire	Slot 600	agrandrb
vvpriest	Priest of Talos	Slot 600	agrandrb
vvryokoi	Ryokoi	Slot 600	agrandbr
vvsalia	Salia	Slot 600	agrandbr
vvsansuk	Sansuki	Slot 608	agrandrb
vvshad1	Shadow Thief	Slot 600	agrandsw
vvshad10	Shadow Thief	Slot 600	agrandrb
vvshad11	Shadow Thief	Slot 600	agrandbr
vvshad12	Shadow Thief	Slot 600	agrandrb
vvshad2	Shadow Thief	Slot 600	agrandrb
vvshad3	Shadow Thief	Slot 600	agrandrb
vvshad4	Shadow Thief	Slot 600	agrandrb
vvshad5	Shadow Thief	Slot 600	agrandrb
vvshad6	Shadow Thief	Slot 600	agrandbr
vvshad7	Shadow Thief	Slot 600	agrandbr
vvshad8	Shadow Thief	Slot 600	agrandrb
vvshad9	Shadow Thief	Slot 600	agrandrb
vvtanov	Tanova	Slot 600	agrandbr
walla	Wallace	Slot 608	agrandrb
wardabi1	Silver Abishai	Slot 592	agrandbr
wardabi2	Silver Abishai	Slot 592	agrandrb
wardmaga	Virdei Forgebrand	Slot 584	agrandrb
wardmagb	Eris Elenaak	Slot 584	agrandrp
wardmagc	Virdei Forgebrand	Slot 584	agrandrb
wardtief	Erinyes	Slot 592	agrandrb
wardwiz1	Grand Mage	Slot 592	agrandbr
wardwiz2	Grand Mage	Slot 592	agrandrb
wardwiz3	Grand Mage	Slot 592	agrandrb
wardwiz4	Grand Mage	Slot 592	agrandsw
wardwiz5	Grand Mage	Slot 592	agrandrb
wardwizs	Strumpet	Slot 592	agrandbr
warsage	Elven War Sage	Slot 592	agrandbr
waukni01	Waukeenar Knight	Slot 592	agrandsw
wcust04	Customer	Slot 600	agrandrb
wellyn	Wellyn	Slot 600	agrandbr
weregr01	Greater Werewolf	Slot 584	agrandrp
weregrdr	Greater Werewolf	Slot 584	agrandrb
werewo01	Werewolf	Slot 584	agrandrb
werewodr	Werewolf	Slot 584	agrandrb
werewogr	Greater Werewolf	Slot 584	agrandrb
werewyv1	Ekim Cyre	Slot 600	agrandrb
werewyv2	Ekim Cyre	Slot 600	agrandrb
william	Sir Branet Al-Thon	Slot 592	agrandbr
wilmat	Priestess of Ilmater	Slot 592	agrandsw
winthr3	Winthrop	Slot 584	agrandbr
wish01	Djinni	Slot 592	agrandbr
wish02	Djinni	Slot 592	agrandbr
wolfgr01	Greater Wolfwere	Slot 584	agrandsr
wolfwe01	Wolfwere	Slot 584	agrandsh
wolfwe02	Wolfwere	Slot 584	agrandrb
worker01	Laborer	Slot 592	agrandbr
worker02	Laborer	Slot 592	agrandrb
wraith01	Wraith	Slot 592	agrandbr
wrashi01	Shimmering Wraith	Slot 592	agrandrb
wtthork5	Thorknar	Slot 592	agrandsw
wtthork6	Thorknar	Slot 592	agrandbr
wwarro1	De'Lyl Guardsman	Slot 592	agrandbr
wwarro2	De'Lyl Guardsman	Slot 592	agrandbr
wwbilly	Billy	Slot 592	agrandbr
wwcowl1	Cowled Enforcer	Slot 592	agrandrb
wwcowl2	Cowled Enforcer	Slot 592	agrandrg
wwdelag	Delag	Slot 592	agrandbr
wweff	Eforf	Slot 592	agrandrb
wwelle	Eleanya	Slot 592	agrandcl
wwfght1	De'Lyl Guardsman	Slot 592	agrandrb
wwfght2	De'Lyl Guardsman	Slot 592	agrandbr
wwsten	Sten	Slot 592	agrandbr
wwswoo	Smethy	Slot 592	agrandrb
wwvivi	Vivick	Slot 592	agrandrb
wyvbab01	Baby Wyvern	Slot 592	agrandbr
wyvern01	Wyvern	Slot 592	agrandrb
wyvfight	Wyvern Cultist	Slot 592	agrandcl
wyvgre01	Greater Wyvern	Slot 592	agrandrb
wyvmag14	Wyvern Cultist	Slot 584	agrandrb
x#ajdoug	Douglas	Slot 608	agrandbr
x#ajdrre	Red Dragon	Slot 592	agrandrb
x#ajdrsi	Silver Dragon	Slot 592	agrandrb
x#amelia	Amelia	Slot 600	agrandbr
x#andart	Andarthe	Slot 592	agrandbr
x#beado1	Beador	Slot 592	agrandbr
x#beador	Beador	Slot 592	agrandrb
x#belgin	Belgin	Slot 600	agrandrb
x#black	Blackberry	Slot 600	agrandbr
x#bodhi	Arel	Slot 592	agrandbr
x#cautz	Cautz'qu'ati'kan	Slot 592	agrandrb
x#chop	Chop The Lady Ogre	Slot 592	agrandbr
x#corafi	Coran, The Peerless Archer	Slot 592	agrandrb
x#corwyv	Wyvern	Slot 592	agrandbr
x#cru11	Cru The Lady Ogre	Slot 592	agrandbr
x#cutva1	Rogue	Slot 592	agrandbr
x#cutva2	Rogue	Slot 592	agrandcl
x#cutva3	Rogue	Slot 592	agrandbr
x#cutva4	Rogue	Slot 592	agrandrb
x#david	David Jansen	Slot 600	agrandrb
x#dgnle1	Gnoll	Slot 592	agrandbr
x#dgnle2	Gnoll	Slot 592	agrandrb
x#dgnle3	Gnoll	Slot 592	agrandrp
x#dgnle4	Gnoll	Slot 592	agrandrb
x#dgnlg1	Gnoll	Slot 592	agrandrb
x#dgnlg2	Gnoll	Slot 592	agrandrb
x#dgnlg3	Gnoll	Slot 592	agrandbr
x#dgnlg4	Gnoll	Slot 592	agrandbr
x#diala	Diala	Slot 592	agrandrp
x#drag2	Cautz'qu'ati'kan's hubby	Slot 592	agrandrb
x#dyqimp	Ichthraa	Slot 592	agrandrb
x#elhan	Elhan	Slot 592	agrandrb
x#elles	Queen Ellesime	Slot 592	agrandrb
x#gael	Gael	Slot 592	agrandbr
x#garz01	Zombie	Slot 592	agrandbr
x#garz02	Zombie	Slot 592	agrandbr
x#garz03	Zombie	Slot 592	agrandrb
x#garz04	Zombie	Slot 592	agrandbr
x#joni	Stranger	Slot 592	agrandsr
x#kaband	Caravan Bandit Leader	Slot 592	agrandrb
x#karris	Karris	Slot 600	agrandsw
x#lassa	Lassal	Slot 592	agrandbr
x#mareth	Maretha	Slot 592	agrandbr
x#mazuri	Mazuri	Slot 592	agrandrb
x#mepht1	Smoke Mephit	Slot 592	agrandrb
x#mepht2	Smoke Mephit	Slot 592	agrandsw
x#mepht3	Smoke Mephit	Slot 592	agrandrb
x#mepht4	Smoke Mephit	Slot 592	agrandrp
x#mepht5	Smoke Mephit	Slot 592	agrandbr
x#minuw	Minuwiel	Slot 592	agrandbr
x#natan	Natan	Slot 608	agrandbr
x#rashel	Rashel	Slot 592	agrandrb
x#saha01	Sahuagin Chieftain	Slot 592	agrandbr
x#saha02	Sahuagin	Slot 592	agrandrb
x#shdr6	Druid	Slot 600	agrandbr
x#shdr6a	Druid	Slot 600	agrandbr
x#shdr6b	Druid	Slot 600	agrandrb
x#shdr8a	Druid	Slot 600	agrandrb
x#shdr8b	Druid	Slot 600	agrandbr
x#siene	Siene	Slot 592	agrandbr
x#skodd	Skodd	Slot 592	agrandsh
x#storm	Storm	Slot 600	agrandbr
x#tanari	Aravaata	Slot 592	agrandbr
x#tanov	Tanova	Slot 592	agrandrb
x#tqbh1	Alvo	Slot 600	agrandrb
x#tqbh2	Leti	Slot 600	agrandrb
x#tqbh3	Zed	Slot 600	agrandrb
x#tqbh4	Mati	Slot 600	agrandbr
x#ulvar	Ulvar	Slot 592	agrandrb
x#winski	Winski Perorate	Slot 592	agrandrb
x#xqmer1	Mercenary	Slot 592	agrandrp
x#xqmer2	Mercenary	Slot 592	agrandrb
x#xqmer3	Mercenary	Slot 592	agrandrb
x#xqmer4	Mercenary	Slot 592	agrandrb
x#xqmer5	Mercenary	Slot 592	agrandrb
x#xqmer6	Mercenary	Slot 592	agrandbr
x#xvart1	Xvart	Slot 592	agrandbr
x#xvart2	Xvart	Slot 592	agrandrb
x#xzfsp1	Forest Spirit	Slot 600	agrandsw
x#xzgu01	Flaming Fist Officer	Slot 608	agrandsh
x#xzgu02	Flaming Fist Enforcer	Slot 592	agrandrb
x#zosya	Zosya	Slot 600	agrandbr
xappren1	Prebek	Slot 600	agrandrb
xappren2	Sanasha	Slot 608	agrandrb
xcaptain	Carlon Lendras	Slot 592	agrandsh
xcrew01	Crew Member	Slot 592	agrandbr
xcrew02	Crew Member	Slot 592	agrandbr
xcrew03	Crew Member	Slot 592	agrandrb
xcrew04	Crew Member	Slot 592	agrandbr
xghast1	Ghast	Slot 584	agrandrb
xghast2	Ghast	Slot 584	agrandrb
xvart	Xvart	Slot 592	agrandbr
xvart_a	Xvart	Slot 592	agrandbr
xvart_d	Xvart Protector	Slot 592	agrandbr
xvart01	Xvart	Slot 592	agrandbr
xvart02	Xvart	Slot 592	agrandrb
xvart03	Xvart	Slot 592	agrandbr
xvartpre	Xvart Shaman	Slot 584	agrandrg
yachol	Yochlol	Slot 592	agrandbr
yaga01	Yaga-Shura	Slot 592	agrandcl
yaga02	Lieutenant Mage	Slot 584	agrandrb
yaga03	Lieutenant Fighter	Slot 584	agrandbr
yaga04	Lieutenant Cleric	Slot 584	agrandbr
yaga05	Lieutenant Thief	Slot 584	agrandrb
yagaspir	Yaga-Shura	Slot 592	agrandbr
yarin	Yarin	Slot 592	agrandbr
yarmy01	Fighter	Slot 608	agrandrb
yarmy02	Archer	Slot 600	agrandlx
yarmy03	Mage	Slot 608	agrandlx
yochlo01	Yochlol	Slot 592	agrandbr
yscara03	Fire Giant	Slot 592	agrandrb
yscler01	Cleric Of Talos	Slot 592	agrandlx
ysfire01	Fire Giant	Slot 592	agrandbr
ysfire02	Fire Giant	Slot 592	agrandnc
ysg2	Fire Giant	Slot 600	agrandrb
ysgp01	Toop the Brave	Slot 592	agrandrb
ysgp02	Merlinious	Slot 592	agrandrb
ysgp03	Tibbit	Slot 592	agrandrb
ysgp04	Chinchilla	Slot 592	agrandbr
ysgp05	Chinchilla	Slot 584	agrandrb
ysgrunt	Yaga-Shura Soldier	Slot 592	agrandbr
ysguar01	Fire Giant	Slot 592	agrandrb
ysguar02	Yaga-Shura Soldier	Slot 592	agrandrb
ysguar03	Yaga-Shura Mage	Slot 600	agrandsr
ysguar04	Yaga-Shura Soldier	Slot 592	agrandsr
ysguar05	Yaga-Shura Soldier	Slot 592	agrandrb
ysguar06	Yaga-Shura Officer	Slot 592	agrandrb
ysmage01	Yaga-Shura Mage	Slot 584	agrandrb
ysmage02	Yaga-Shura Mage	Slot 600	agrandbr
yssold01	Yaga-Shura Soldier	Slot 592	agrandbr
yssold02	Yaga-Shura Soldier	Slot 592	agrandbr
yssold03	Yaga-Shura Officer	Slot 592	agrandrb
yssold04	Yaga-Shura Elite	Slot 592	agrandbr
yssold10	Fire Giant	Slot 592	agrandrb
yssold12	Yaga-Shura Soldier	Slot 592	agrandrb
yssold13	Yaga-Shura Soldier	Slot 592	agrandbr
yssold14	Yaga-Shura Mage	Slot 592	agrandrb
yssold15	Yaga-Shura Officer	Slot 592	agrandbr
yssold16	Cleric Of Talos	Slot 592	agrandbr
yusef	Yusef	Slot 600	agrandbr
yuxbossa	Marilith	Slot 592	agrandrb
yuxinvi	Barl	Slot 592	agrandrb
zcaptain	Carlon Lendras	Slot 592	agrandbr
zilarc01	Black Reaver	Slot 592	agrandbr
zilfgt01	Black Reaver	Slot 592	agrandea
zilfgt02	Black Reaver	Slot 592	agrandbr
zilmag01	Black Reaver	Slot 592	agrandnc
zombie	Zombie	Slot 592	agrandrb
zombie_a	Zombie	Slot 592	agrandbr
zombie_b	Zombie	Slot 592	agrandsr
zombie01	Zombie	Slot 592	agrandsh
zombju01	Zombie	Slot 592	agrandrb
zomblo01	Zombie Lord	Slot 600	agrandbr
zombse01	Sea Zombie	Slot 592	agrandrb
zombsexx	Zombie	Slot 592	agrandrb
zprize3	Shadow Thief	Slot 592	agrandrb
